region,year,median
Burnside,2006,210.0
Burnside Heights,2006,210.0
Caroline Springs,2006,210.0
Brookfield,2006,210.0
Cobblebank - Strathtulloh,2006,210.0
Eynesbury - Exford,2006,210.0
Fraser Rise - Plumpton,2006,210.0
Hillside,2006,210.0
Kurunjang - Toolern Vale,2006,210.0
Melton,2006,210.0
Melton South - Weir Views,2006,210.0
Irymple,2006,185.0
Merbein,2006,185.0
Mildura Surrounds,2006,185.0
Red Cliffs,2006,185.0
Mildura - North,2006,185.0
Mildura - South,2006,185.0
Kilmore - Broadford,2006,180.0
Nagambie,2006,180.0
Seymour,2006,180.0
Seymour Surrounds,2006,180.0
Yea,2006,180.0
Wallan,2006,180.0
Cobram,2006,168.0
Moira,2006,168.0
Numurkah,2006,168.0
Yarrawonga,2006,168.0
Hughesdale,2006,260.0
Ashwood - Chadstone,2006,260.0
Glen Waverley - East,2006,260.0
Glen Waverley - West,2006,260.0
Mount Waverley - North,2006,260.0
Mount Waverley - South,2006,260.0
Mulgrave,2006,260.0
Oakleigh - Huntingdale,2006,260.0
Wheelers Hill,2006,260.0
Clayton (North) - Notting Hill,2006,260.0
Clayton - Central,2006,260.0
Ascot Vale,2006,240.0
Flemington,2006,240.0
Moonee Ponds,2006,240.0
Essendon (West) - Aberfeldie,2006,240.0
Essendon - East,2006,240.0
Airport West,2006,240.0
Essendon Airport,2006,240.0
Niddrie - Essendon West,2006,240.0
Strathmore,2006,240.0
Avondale Heights,2006,240.0
Keilor East,2006,240.0
Bacchus Marsh Surrounds,2006,190.0
Bacchus Marsh,2006,190.0
Castlemaine,2006,190.0
Glenelg (Vic.),2006,180.0
Southern Grampians,2006,180.0
Moyne - West,2006,180.0
Warrnambool - North,2006,180.0
Warrnambool - South,2006,180.0
Alexandra,2006,170.0
Euroa,2006,170.0
Mansfield (Vic.),2006,170.0
Kinglake,2006,170.0
St Arnaud,2006,140.0
Stawell,2006,140.0
Yarriambiack,2006,140.0
Foster,2006,165.0
Wilsons Promontory,2006,165.0
Churchill,2006,165.0
Hamilton (Vic.),2006,185.0
Armadale,2006,285.0
Prahran - Windsor,2006,285.0
Toorak,2006,285.0
South Yarra - North,2006,285.0
South Yarra - South,2006,285.0
Malvern - Glen Iris,2006,285.0
Malvern East,2006,285.0
Winchelsea,2006,260.0
Lorne - Anglesea,2006,260.0
Torquay,2006,260.0
Robinvale,2006,170.0
Swan Hill,2006,170.0
Towong,2006,130.0
Wangaratta,2006,175.0
Wangaratta Surrounds,2006,175.0
Alps - West,2006,160.0
Maffra,2006,160.0
Rosedale,2006,160.0
Sale,2006,160.0
Yarram,2006,160.0
Blackburn,2006,260.0
Blackburn South,2006,260.0
Box Hill,2006,260.0
Box Hill North,2006,260.0
Burwood (Vic.),2006,260.0
Burwood East,2006,260.0
Surrey Hills (East) - Mont Albert,2006,260.0
Forest Hill,2006,260.0
Mitcham (Vic.),2006,260.0
Vermont South,2006,260.0
Bundoora - North,2006,220.0
Bundoora - West,2006,220.0
Mill Park - North,2006,220.0
Mill Park - South,2006,220.0
Thomastown,2006,220.0
Whittlesea,2006,220.0
Epping - East,2006,220.0
Epping - South,2006,220.0
Epping (Vic.) - West,2006,220.0
South Morang - North,2006,220.0
South Morang - South,2006,220.0
Wollert,2006,220.0
Doreen - North,2006,220.0
Doreen - South,2006,220.0
Lalor - East,2006,220.0
Lalor - West,2006,220.0
Mernda - North,2006,220.0
Mernda - South,2006,220.0
West Wodonga,2006,224.0
Baranduda - Leneva,2006,224.0
Wodonga,2006,224.0
Hoppers Crossing - North,2006,215.0
Hoppers Crossing - South,2006,215.0
Werribee - South,2006,215.0
Point Cook - East,2006,215.0
Point Cook - South,2006,215.0
Werribee - East,2006,215.0
Werribee - West,2006,215.0
Manor Lakes - Quandong,2006,215.0
Point Cook - North East,2006,215.0
Point Cook - North West,2006,215.0
Tarneit (West) - Mount Cottrell,2006,215.0
Tarneit - Central,2006,215.0
Tarneit - North,2006,215.0
Tarneit - South,2006,215.0
Truganina - North,2006,215.0
Truganina - South East,2006,215.0
Truganina - South West,2006,215.0
Wyndham Vale - North,2006,215.0
Wyndham Vale - South,2006,215.0
Abbotsford,2006,320.0
Collingwood,2006,320.0
Fitzroy,2006,320.0
Fitzroy North,2006,320.0
Clifton Hill - Alphington,2006,320.0
Richmond (South) - Cremorne,2006,320.0
Richmond - North,2006,320.0
Upper Yarra Valley,2006,220.0
Chirnside Park,2006,220.0
Healesville - Yarra Glen,2006,220.0
Kilsyth,2006,220.0
Lilydale - Coldstream,2006,220.0
Monbulk - Silvan,2006,220.0
Montrose,2006,220.0
Mooroolbark,2006,220.0
Mount Dandenong - Olinda,2006,220.0
Mount Evelyn,2006,220.0
Upwey - Tecoma,2006,220.0
Wandin - Seville,2006,220.0
Yarra Valley,2006,220.0
Bright - Mount Beauty,2007,185.0
Myrtleford,2007,185.0
Yackandandah,2007,185.0
Avoca,2007,160.0
Beaufort,2007,160.0
Ararat,2007,160.0
Ararat Surrounds,2007,160.0
Alfredton,2007,197.0
Ballarat,2007,197.0
Buninyong,2007,197.0
Delacombe,2007,197.0
Wendouree - Miners Rest,2007,197.0
Ballarat East - Warrenheip,2007,197.0
Ballarat North - Invermay,2007,197.0
Canadian - Mount Clear,2007,197.0
Sebastopol - Redan,2007,197.0
Creswick - Clunes,2007,197.0
Gordon (Vic.),2007,197.0
Bundoora - East,2007,285.0
Greensborough,2007,285.0
Heidelberg - Rosanna,2007,285.0
Heidelberg West,2007,285.0
Ivanhoe,2007,285.0
Ivanhoe East - Eaglemont,2007,285.0
Montmorency - Briar Hill,2007,285.0
Viewbank - Yallambie,2007,285.0
Watsonia,2007,285.0
Korumburra,2007,180.0
Phillip Island,2007,180.0
Wonthaggi - Inverloch,2007,180.0
Drouin,2007,190.0
Mount Baw Baw Region,2007,190.0
Trafalgar (Vic.),2007,190.0
Warragul,2007,190.0
Leongatha,2007,190.0
Moe - Newborough,2007,190.0
Yallourn North - Glengarry,2007,190.0
Ashburton (Vic.),2007,340.0
Balwyn,2007,340.0
Balwyn North,2007,340.0
Camberwell,2007,340.0
Glen Iris - East,2007,340.0
Hawthorn East,2007,340.0
Kew East,2007,340.0
Surrey Hills (West) - Canterbury,2007,340.0
Hawthorn - North,2007,340.0
Hawthorn - South,2007,340.0
Kew - South,2007,340.0
Kew - West,2007,340.0
Bulleen,2007,340.0
Doncaster,2007,340.0
Keilor,2007,220.0
Ardeer - Albion,2007,220.0
Cairnlea,2007,220.0
Delahey,2007,220.0
Keilor Downs,2007,220.0
Kings Park (Vic.),2007,220.0
St Albans - North,2007,220.0
St Albans - South,2007,220.0
Sunshine,2007,220.0
Sunshine North,2007,220.0
Sunshine West,2007,220.0
Sydenham,2007,220.0
Taylors Lakes,2007,220.0
Deer Park,2007,220.0
Derrimut,2007,220.0
Echuca,2007,190.0
Kyabram,2007,190.0
Lockington - Gunbower,2007,190.0
Rochester,2007,190.0
Rushworth,2007,190.0
Belgrave - Selby,2007,235.0
Emerald - Cockatoo,2007,235.0
Beaconsfield - Officer,2007,235.0
Bunyip - Garfield,2007,235.0
Koo Wee Rup,2007,235.0
Pakenham - North East,2007,235.0
Pakenham - North West,2007,235.0
Pakenham - South East,2007,235.0
Pakenham - South West,2007,235.0
Berwick - North,2007,250.0
Doveton,2007,250.0
Hallam,2007,250.0
Narre Warren North,2007,250.0
Endeavour Hills - North,2007,250.0
Endeavour Hills - South,2007,250.0
Narre Warren - North East,2007,250.0
Narre Warren - South West,2007,250.0
Berwick - South East,2007,250.0
Berwick - South West,2007,250.0
Cranbourne,2007,250.0
Cranbourne South,2007,250.0
Cranbourne West,2007,250.0
Lynbrook - Lyndhurst,2007,250.0
Pearcedale - Tooradin,2007,250.0
Narre Warren South - East,2007,250.0
Narre Warren South - West,2007,250.0
Clyde North - North,2007,250.0
Clyde North - South,2007,250.0
Cranbourne East - North,2007,250.0
Cranbourne East - South,2007,250.0
Cranbourne North - East,2007,250.0
Cranbourne North - West,2007,250.0
Hampton Park - East,2007,250.0
Hampton Park - West,2007,250.0
Maryborough (Vic.),2007,155.0
Maryborough Surrounds,2007,155.0
Castlemaine Surrounds,2007,155.0
Colac,2007,185.0
Colac Surrounds,2007,185.0
Otway,2007,185.0
Camperdown,2007,160.0
Corangamite - North,2007,160.0
Corangamite - South,2007,160.0
Moyne - East,2007,160.0
Alphington - Fairfield,2007,260.0
Thornbury,2007,260.0
Northcote - East,2007,260.0
Northcote - West,2007,260.0
Kingsbury,2007,260.0
Preston - East,2007,260.0
Preston - West,2007,260.0
Reservoir - North East,2007,260.0
Reservoir - North West,2007,260.0
Reservoir - South East,2007,260.0
Reservoir - South West,2007,260.0
Alps - East,2007,180.0
Bairnsdale,2007,180.0
Bruthen - Omeo,2007,180.0
Lake King,2007,180.0
Lakes Entrance,2007,180.0
Orbost,2007,180.0
Paynesville,2007,180.0
Longford - Loch Sport,2007,180.0
Carrum Downs,2007,230.0
Frankston,2007,230.0
Frankston North,2007,230.0
Frankston South,2007,230.0
Langwarrin,2007,230.0
Seaford (Vic.),2007,230.0
Skye - Sandhurst,2007,230.0
Buloke,2007,140.0
Gannawarra,2007,140.0
Kerang,2007,140.0
Swan Hill Surrounds,2007,140.0
Bentleigh - McKinnon,2007,295.0
Carnegie,2007,295.0
Caulfield - North,2007,295.0
Caulfield - South,2007,295.0
Elsternwick,2007,295.0
Murrumbeena,2007,295.0
Ormond - Glen Huntly,2007,295.0
Bentleigh East - North,2007,295.0
Bentleigh East - South,2007,295.0
Bendigo,2007,200.0
California Gully - Eaglehawk,2007,200.0
East Bendigo - Kennington,2007,200.0
Flora Hill - Spring Gully,2007,200.0
Kangaroo Flat - Golden Square,2007,200.0
Maiden Gully,2007,200.0
Strathfieldsaye,2007,200.0
White Hills - Ascot,2007,200.0
Bendigo Surrounds - South,2007,200.0
Heathcote,2007,200.0
Bendigo Surrounds - North,2007,200.0
Dandenong North,2007,225.0
Noble Park North,2007,225.0
Springvale,2007,225.0
Springvale South,2007,225.0
Noble Park - East,2007,225.0
Noble Park - West,2007,225.0
Dandenong - North,2007,225.0
Dandenong - South,2007,225.0
Keysborough - North,2007,225.0
Keysborough - South,2007,225.0
Belmont,2007,220.0
Geelong,2007,220.0
Geelong West - Hamlyn Heights,2007,220.0
Highton,2007,220.0
Lara,2007,220.0
Leopold,2007,220.0
Newcomb - Moolap,2007,220.0
Newtown (Vic.),2007,220.0
North Geelong - Bell Park,2007,220.0
Charlemont,2007,220.0
Corio - Lovely Banks,2007,220.0
Grovedale - Mount Duneed,2007,220.0
Norlane,2007,220.0
Clifton Springs,2007,220.0
Portarlington,2007,220.0
Point Lonsdale - Queenscliff,2007,220.0
Barwon Heads - Armstrong Creek,2007,220.0
Ocean Grove,2007,220.0
Benalla Surrounds,2007,188.0
Mooroopna,2007,188.0
Shepparton - North,2007,188.0
Shepparton Surrounds - East,2007,188.0
Shepparton Surrounds - West,2007,188.0
Kialla,2007,188.0
Shepparton - South East,2007,188.0
Daylesford,2007,200.0
Nhill Region,2007,135.0
Altona,2007,250.0
Altona Meadows,2007,250.0
Altona North,2007,250.0
Newport,2007,250.0
Seabrook,2007,250.0
Williamstown,2007,250.0
Laverton,2007,250.0
Horsham,2007,170.0
Horsham Surrounds,2007,170.0
Sunbury,2007,240.0
Sunbury - South,2007,240.0
Sunbury - West,2007,240.0
Broadmeadows,2007,240.0
Campbellfield - Coolaroo,2007,240.0
Gladstone Park - Westmeadows,2007,240.0
Greenvale - Bulla,2007,240.0
Meadow Heights,2007,240.0
Melbourne Airport,2007,240.0
Tullamarine,2007,240.0
Craigieburn - Central,2007,240.0
Craigieburn - North,2007,240.0
Craigieburn - South,2007,240.0
Mickleham - Yuroke,2007,240.0
Craigieburn - North West,2007,240.0
Craigieburn - West,2007,240.0
Roxburgh Park (South) - Somerton,2007,240.0
Roxburgh Park - North,2007,240.0
Rutherglen,2007,200.0
Beechworth,2007,200.0
Chiltern - Indigo Valley,2007,200.0
Bayswater,2007,278.0
Knoxfield - Scoresby,2007,278.0
Lysterfield,2007,278.0
Rowville - Central,2007,278.0
Rowville - North,2007,278.0
Rowville - South,2007,278.0
Wantirna,2007,278.0
Wantirna South,2007,278.0
Boronia,2007,278.0
Ferntree Gully - North,2007,278.0
Ferntree Gully (South) - Upper Ferntree Gully,2007,278.0
The Basin,2007,278.0
Kyneton,2007,220.0
Woodend,2007,220.0
Gisborne,2007,220.0
Macedon,2007,220.0
Riddells Creek,2007,220.0
Romsey,2007,220.0
Templestowe,2007,350.0
Templestowe Lower,2007,350.0
Doncaster East - North,2007,350.0
Doncaster East - South,2007,350.0
Donvale - Park Orchards,2007,350.0
Warrandyte - Wonga Park,2007,350.0
Nunawading,2007,350.0
Braybrook,2007,255.0
Footscray,2007,255.0
Maribyrnong,2007,255.0
Seddon - Kingsville,2007,255.0
West Footscray - Tottenham,2007,255.0
Yarraville,2007,255.0
Bayswater North,2007,255.0
Croydon Hills - Warranwood,2007,255.0
Ringwood,2007,255.0
Ringwood East,2007,255.0
Ringwood North,2007,255.0
Croydon - East,2007,255.0
Croydon - West,2007,255.0
Croydon South,2007,255.0
Vermont,2007,255.0
Carlton,2007,380.0
Docklands,2007,380.0
East Melbourne,2007,380.0
Flemington Racecourse,2007,380.0
Kensington (Vic.),2007,380.0
Parkville,2007,380.0
South Yarra - West,2007,380.0
Melbourne CBD - East,2007,380.0
Melbourne CBD - North,2007,380.0
Melbourne CBD - West,2007,380.0
North Melbourne,2007,380.0
Royal Botanic Gardens Victoria,2007,380.0
Southbank (West) - South Wharf,2007,380.0
Southbank - East,2007,380.0
West Melbourne - Residential,2007,380.0
Carlton North - Princes Hill,2007,380.0
Diggers Rest,2007,240.0
Melton West,2007,240.0
Rockbank - Mount Cottrell,2007,240.0
Taylors Hill,2007,240.0
Burnside,2007,240.0
Burnside Heights,2007,240.0
Caroline Springs,2007,240.0
Brookfield,2007,240.0
Cobblebank - Strathtulloh,2007,240.0
Eynesbury - Exford,2007,240.0
Fraser Rise - Plumpton,2007,240.0
Hillside,2007,240.0
Kurunjang - Toolern Vale,2007,240.0
Melton,2007,240.0
Melton South - Weir Views,2007,240.0
Irymple,2007,190.0
Merbein,2007,190.0
Mildura Surrounds,2007,190.0
Red Cliffs,2007,190.0
Mildura - North,2007,190.0
Mildura - South,2007,190.0
Kilmore - Broadford,2007,210.0
Nagambie,2007,210.0
Seymour,2007,210.0
Seymour Surrounds,2007,210.0
Yea,2007,210.0
Wallan,2007,210.0
Cobram,2007,170.0
Moira,2007,170.0
Numurkah,2007,170.0
Yarrawonga,2007,170.0
Hughesdale,2007,300.0
Ashwood - Chadstone,2007,300.0
Glen Waverley - East,2007,300.0
Glen Waverley - West,2007,300.0
Mount Waverley - North,2007,300.0
Mount Waverley - South,2007,300.0
Mulgrave,2007,300.0
Oakleigh - Huntingdale,2007,300.0
Wheelers Hill,2007,300.0
Clayton (North) - Notting Hill,2007,300.0
Clayton - Central,2007,300.0
Ascot Vale,2007,280.0
Flemington,2007,280.0
Moonee Ponds,2007,280.0
Essendon (West) - Aberfeldie,2007,280.0
Essendon - East,2007,280.0
Airport West,2007,280.0
Essendon Airport,2007,280.0
Niddrie - Essendon West,2007,280.0
Strathmore,2007,280.0
Avondale Heights,2007,280.0
Keilor East,2007,280.0
Bacchus Marsh Surrounds,2007,200.0
Bacchus Marsh,2007,200.0
Castlemaine,2007,200.0
Glenelg (Vic.),2007,190.0
Southern Grampians,2007,190.0
Moyne - West,2007,190.0
Warrnambool - North,2007,190.0
Warrnambool - South,2007,190.0
Alexandra,2007,200.0
Euroa,2007,200.0
Mansfield (Vic.),2007,200.0
Kinglake,2007,200.0
St Arnaud,2007,140.0
Stawell,2007,140.0
Yarriambiack,2007,140.0
Foster,2007,180.0
Wilsons Promontory,2007,180.0
Churchill,2007,180.0
Hamilton (Vic.),2007,180.0
Armadale,2007,325.0
Prahran - Windsor,2007,325.0
Toorak,2007,325.0
South Yarra - North,2007,325.0
South Yarra - South,2007,325.0
Malvern - Glen Iris,2007,325.0
Malvern East,2007,325.0
Winchelsea,2007,280.0
Lorne - Anglesea,2007,280.0
Torquay,2007,280.0
Robinvale,2007,180.0
Swan Hill,2007,180.0
Towong,2007,140.0
Wangaratta,2007,190.0
Wangaratta Surrounds,2007,190.0
Alps - West,2007,170.0
Maffra,2007,170.0
Rosedale,2007,170.0
Sale,2007,170.0
Yarram,2007,170.0
Blackburn,2007,300.0
Blackburn South,2007,300.0
Box Hill,2007,300.0
Box Hill North,2007,300.0
Burwood (Vic.),2007,300.0
Burwood East,2007,300.0
Surrey Hills (East) - Mont Albert,2007,300.0
Forest Hill,2007,300.0
Mitcham (Vic.),2007,300.0
Vermont South,2007,300.0
Bundoora - North,2007,255.0
Bundoora - West,2007,255.0
Mill Park - North,2007,255.0
Mill Park - South,2007,255.0
Thomastown,2007,255.0
Whittlesea,2007,255.0
Epping - East,2007,255.0
Epping - South,2007,255.0
Epping (Vic.) - West,2007,255.0
South Morang - North,2007,255.0
South Morang - South,2007,255.0
Wollert,2007,255.0
Doreen - North,2007,255.0
Doreen - South,2007,255.0
Lalor - East,2007,255.0
Lalor - West,2007,255.0
Mernda - North,2007,255.0
Mernda - South,2007,255.0
West Wodonga,2007,230.0
Baranduda - Leneva,2007,230.0
Wodonga,2007,230.0
Hoppers Crossing - North,2007,240.0
Hoppers Crossing - South,2007,240.0
Werribee - South,2007,240.0
Point Cook - East,2007,240.0
Point Cook - South,2007,240.0
Werribee - East,2007,240.0
Werribee - West,2007,240.0
Manor Lakes - Quandong,2007,240.0
Point Cook - North East,2007,240.0
Point Cook - North West,2007,240.0
Tarneit (West) - Mount Cottrell,2007,240.0
Tarneit - Central,2007,240.0
Tarneit - North,2007,240.0
Tarneit - South,2007,240.0
Truganina - North,2007,240.0
Truganina - South East,2007,240.0
Truganina - South West,2007,240.0
Wyndham Vale - North,2007,240.0
Wyndham Vale - South,2007,240.0
Abbotsford,2007,350.0
Collingwood,2007,350.0
Fitzroy,2007,350.0
Fitzroy North,2007,350.0
Clifton Hill - Alphington,2007,350.0
Richmond (South) - Cremorne,2007,350.0
Richmond - North,2007,350.0
Upper Yarra Valley,2007,250.0
Chirnside Park,2007,250.0
Healesville - Yarra Glen,2007,250.0
Kilsyth,2007,250.0
Lilydale - Coldstream,2007,250.0
Monbulk - Silvan,2007,250.0
Montrose,2007,250.0
Mooroolbark,2007,250.0
Mount Dandenong - Olinda,2007,250.0
Mount Evelyn,2007,250.0
Upwey - Tecoma,2007,250.0
Wandin - Seville,2007,250.0
Yarra Valley,2007,250.0
Bright - Mount Beauty,2008,200.0
Myrtleford,2008,200.0
Yackandandah,2008,200.0
Avoca,2008,155.0
Beaufort,2008,155.0
Ararat,2008,155.0
Ararat Surrounds,2008,155.0
Alfredton,2008,220.0
Ballarat,2008,220.0
Buninyong,2008,220.0
Delacombe,2008,220.0
Wendouree - Miners Rest,2008,220.0
Ballarat East - Warrenheip,2008,220.0
Ballarat North - Invermay,2008,220.0
Canadian - Mount Clear,2008,220.0
Sebastopol - Redan,2008,220.0
Creswick - Clunes,2008,220.0
Gordon (Vic.),2008,220.0
Bundoora - East,2008,320.0
Greensborough,2008,320.0
Heidelberg - Rosanna,2008,320.0
Heidelberg West,2008,320.0
Ivanhoe,2008,320.0
Ivanhoe East - Eaglemont,2008,320.0
Montmorency - Briar Hill,2008,320.0
Viewbank - Yallambie,2008,320.0
Watsonia,2008,320.0
Korumburra,2008,200.0
Phillip Island,2008,200.0
Wonthaggi - Inverloch,2008,200.0
Drouin,2008,220.0
Mount Baw Baw Region,2008,220.0
Trafalgar (Vic.),2008,220.0
Warragul,2008,220.0
Leongatha,2008,220.0
Moe - Newborough,2008,220.0
Yallourn North - Glengarry,2008,220.0
Ashburton (Vic.),2008,371.0
Balwyn,2008,371.0
Balwyn North,2008,371.0
Camberwell,2008,371.0
Glen Iris - East,2008,371.0
Hawthorn East,2008,371.0
Kew East,2008,371.0
Surrey Hills (West) - Canterbury,2008,371.0
Hawthorn - North,2008,371.0
Hawthorn - South,2008,371.0
Kew - South,2008,371.0
Kew - West,2008,371.0
Bulleen,2008,371.0
Doncaster,2008,371.0
Keilor,2008,270.0
Ardeer - Albion,2008,270.0
Cairnlea,2008,270.0
Delahey,2008,270.0
Keilor Downs,2008,270.0
Kings Park (Vic.),2008,270.0
St Albans - North,2008,270.0
St Albans - South,2008,270.0
Sunshine,2008,270.0
Sunshine North,2008,270.0
Sunshine West,2008,270.0
Sydenham,2008,270.0
Taylors Lakes,2008,270.0
Deer Park,2008,270.0
Derrimut,2008,270.0
Echuca,2008,194.0
Kyabram,2008,194.0
Lockington - Gunbower,2008,194.0
Rochester,2008,194.0
Rushworth,2008,194.0
Belgrave - Selby,2008,280.0
Emerald - Cockatoo,2008,280.0
Beaconsfield - Officer,2008,280.0
Bunyip - Garfield,2008,280.0
Koo Wee Rup,2008,280.0
Pakenham - North East,2008,280.0
Pakenham - North West,2008,280.0
Pakenham - South East,2008,280.0
Pakenham - South West,2008,280.0
Berwick - North,2008,280.0
Doveton,2008,280.0
Hallam,2008,280.0
Narre Warren North,2008,280.0
Endeavour Hills - North,2008,280.0
Endeavour Hills - South,2008,280.0
Narre Warren - North East,2008,280.0
Narre Warren - South West,2008,280.0
Berwick - South East,2008,280.0
Berwick - South West,2008,280.0
Cranbourne,2008,280.0
Cranbourne South,2008,280.0
Cranbourne West,2008,280.0
Lynbrook - Lyndhurst,2008,280.0
Pearcedale - Tooradin,2008,280.0
Narre Warren South - East,2008,280.0
Narre Warren South - West,2008,280.0
Clyde North - North,2008,280.0
Clyde North - South,2008,280.0
Cranbourne East - North,2008,280.0
Cranbourne East - South,2008,280.0
Cranbourne North - East,2008,280.0
Cranbourne North - West,2008,280.0
Hampton Park - East,2008,280.0
Hampton Park - West,2008,280.0
Maryborough (Vic.),2008,166.0
Maryborough Surrounds,2008,166.0
Castlemaine Surrounds,2008,166.0
Colac,2008,200.0
Colac Surrounds,2008,200.0
Otway,2008,200.0
Camperdown,2008,170.0
Corangamite - North,2008,170.0
Corangamite - South,2008,170.0
Moyne - East,2008,170.0
Alphington - Fairfield,2008,290.0
Thornbury,2008,290.0
Northcote - East,2008,290.0
Northcote - West,2008,290.0
Kingsbury,2008,290.0
Preston - East,2008,290.0
Preston - West,2008,290.0
Reservoir - North East,2008,290.0
Reservoir - North West,2008,290.0
Reservoir - South East,2008,290.0
Reservoir - South West,2008,290.0
Alps - East,2008,200.0
Bairnsdale,2008,200.0
Bruthen - Omeo,2008,200.0
Lake King,2008,200.0
Lakes Entrance,2008,200.0
Orbost,2008,200.0
Paynesville,2008,200.0
Longford - Loch Sport,2008,200.0
Carrum Downs,2008,260.0
Frankston,2008,260.0
Frankston North,2008,260.0
Frankston South,2008,260.0
Langwarrin,2008,260.0
Seaford (Vic.),2008,260.0
Skye - Sandhurst,2008,260.0
Buloke,2008,144.0
Gannawarra,2008,144.0
Kerang,2008,144.0
Swan Hill Surrounds,2008,144.0
Bentleigh - McKinnon,2008,330.0
Carnegie,2008,330.0
Caulfield - North,2008,330.0
Caulfield - South,2008,330.0
Elsternwick,2008,330.0
Murrumbeena,2008,330.0
