region,year,median
West Wodonga,2014,290.0
Baranduda - Leneva,2014,290.0
Wodonga,2014,290.0
Hoppers Crossing - North,2014,320.0
Hoppers Crossing - South,2014,320.0
Werribee - South,2014,320.0
Point Cook - East,2014,320.0
Point Cook - South,2014,320.0
Werribee - East,2014,320.0
Werribee - West,2014,320.0
Manor Lakes - Quandong,2014,320.0
Point Cook - North East,2014,320.0
Point Cook - North West,2014,320.0
Tarneit (West) - Mount Cottrell,2014,320.0
Tarneit - Central,2014,320.0
Tarneit - North,2014,320.0
Tarneit - South,2014,320.0
Truganina - North,2014,320.0
Truganina - South East,2014,320.0
Truganina - South West,2014,320.0
Wyndham Vale - North,2014,320.0
Wyndham Vale - South,2014,320.0
Abbotsford,2014,450.0
Collingwood,2014,450.0
Fitzroy,2014,450.0
Fitzroy North,2014,450.0
Clifton Hill - Alphington,2014,450.0
Richmond (South) - Cremorne,2014,450.0
Richmond - North,2014,450.0
Upper Yarra Valley,2014,350.0
Chirnside Park,2014,350.0
Healesville - Yarra Glen,2014,350.0
Kilsyth,2014,350.0
Lilydale - Coldstream,2014,350.0
Monbulk - Silvan,2014,350.0
Montrose,2014,350.0
Mooroolbark,2014,350.0
Mount Dandenong - Olinda,2014,350.0
Mount Evelyn,2014,350.0
Upwey - Tecoma,2014,350.0
Wandin - Seville,2014,350.0
Yarra Valley,2014,350.0
Bright - Mount Beauty,2015,250.0
Myrtleford,2015,250.0
Yackandandah,2015,250.0
Avoca,2015,250.0
Beaufort,2015,250.0
Ararat,2015,250.0
Ararat Surrounds,2015,250.0
Alfredton,2015,270.0
Ballarat,2015,270.0
Buninyong,2015,270.0
Delacombe,2015,270.0
Wendouree - Miners Rest,2015,270.0
Ballarat East - Warrenheip,2015,270.0
Ballarat North - Invermay,2015,270.0
Canadian - Mount Clear,2015,270.0
Sebastopol - Redan,2015,270.0
Creswick - Clunes,2015,270.0
Gordon (Vic.),2015,270.0
Bundoora - East,2015,365.0
Greensborough,2015,365.0
Heidelberg - Rosanna,2015,365.0
Heidelberg West,2015,365.0
Ivanhoe,2015,365.0
Ivanhoe East - Eaglemont,2015,365.0
Montmorency - Briar Hill,2015,365.0
Viewbank - Yallambie,2015,365.0
Watsonia,2015,365.0
Korumburra,2015,253.0
Phillip Island,2015,253.0
Wonthaggi - Inverloch,2015,253.0
Drouin,2015,300.0
Mount Baw Baw Region,2015,300.0
Trafalgar (Vic.),2015,300.0
Warragul,2015,300.0
Leongatha,2015,300.0
Moe - Newborough,2015,300.0
Yallourn North - Glengarry,2015,300.0
Ashburton (Vic.),2015,420.0
Balwyn,2015,420.0
Balwyn North,2015,420.0
Camberwell,2015,420.0
Glen Iris - East,2015,420.0
Hawthorn East,2015,420.0
Kew East,2015,420.0
Surrey Hills (West) - Canterbury,2015,420.0
Hawthorn - North,2015,420.0
Hawthorn - South,2015,420.0
Kew - South,2015,420.0
Kew - West,2015,420.0
Bulleen,2015,420.0
Doncaster,2015,420.0
Keilor,2015,320.0
Ardeer - Albion,2015,320.0
Cairnlea,2015,320.0
Delahey,2015,320.0
Keilor Downs,2015,320.0
Kings Park (Vic.),2015,320.0
St Albans - North,2015,320.0
St Albans - South,2015,320.0
Sunshine,2015,320.0
Sunshine North,2015,320.0
Sunshine West,2015,320.0
Sydenham,2015,320.0
Taylors Lakes,2015,320.0
Deer Park,2015,320.0
Derrimut,2015,320.0
Echuca,2015,260.0
Kyabram,2015,260.0
Lockington - Gunbower,2015,260.0
Rochester,2015,260.0
Rushworth,2015,260.0
Belgrave - Selby,2015,340.0
Emerald - Cockatoo,2015,340.0
Beaconsfield - Officer,2015,340.0
Bunyip - Garfield,2015,340.0
Koo Wee Rup,2015,340.0
Pakenham - North East,2015,340.0
Pakenham - North West,2015,340.0
Pakenham - South East,2015,340.0
Pakenham - South West,2015,340.0
Berwick - North,2015,350.0
Doveton,2015,350.0
Hallam,2015,350.0
Narre Warren North,2015,350.0
Endeavour Hills - North,2015,350.0
Endeavour Hills - South,2015,350.0
Narre Warren - North East,2015,350.0
Narre Warren - South West,2015,350.0
Berwick - South East,2015,350.0
Berwick - South West,2015,350.0
Cranbourne,2015,350.0
Cranbourne South,2015,350.0
Cranbourne West,2015,350.0
Lynbrook - Lyndhurst,2015,350.0
Pearcedale - Tooradin,2015,350.0
Narre Warren South - East,2015,350.0
Narre Warren South - West,2015,350.0
Clyde North - North,2015,350.0
Clyde North - South,2015,350.0
Cranbourne East - North,2015,350.0
Cranbourne East - South,2015,350.0
Cranbourne North - East,2015,350.0
Cranbourne North - West,2015,350.0
Hampton Park - East,2015,350.0
Hampton Park - West,2015,350.0
Maryborough (Vic.),2015,230.0
Maryborough Surrounds,2015,230.0
Castlemaine Surrounds,2015,230.0
Colac,2015,260.0
Colac Surrounds,2015,260.0
Otway,2015,260.0
Camperdown,2015,235.0
Corangamite - North,2015,235.0
Corangamite - South,2015,235.0
Moyne - East,2015,235.0
Alphington - Fairfield,2015,360.0
Thornbury,2015,360.0
Northcote - East,2015,360.0
Northcote - West,2015,360.0
Kingsbury,2015,360.0
Preston - East,2015,360.0
Preston - West,2015,360.0
Reservoir - North East,2015,360.0
Reservoir - North West,2015,360.0
Reservoir - South East,2015,360.0
Reservoir - South West,2015,360.0
Alps - East,2015,265.0
Bairnsdale,2015,265.0
Bruthen - Omeo,2015,265.0
Lake King,2015,265.0
Lakes Entrance,2015,265.0
Orbost,2015,265.0
Paynesville,2015,265.0
Longford - Loch Sport,2015,265.0
Carrum Downs,2015,335.0
Frankston,2015,335.0
Frankston North,2015,335.0
Frankston South,2015,335.0
Langwarrin,2015,335.0
Seaford (Vic.),2015,335.0
Skye - Sandhurst,2015,335.0
Buloke,2015,190.0
Gannawarra,2015,190.0
Kerang,2015,190.0
Swan Hill Surrounds,2015,190.0
Bentleigh - McKinnon,2015,400.0
Carnegie,2015,400.0
Caulfield - North,2015,400.0
Caulfield - South,2015,400.0
Elsternwick,2015,400.0
Murrumbeena,2015,400.0
Ormond - Glen Huntly,2015,400.0
Bentleigh East - North,2015,400.0
Bentleigh East - South,2015,400.0
Bendigo,2015,280.0
California Gully - Eaglehawk,2015,280.0
East Bendigo - Kennington,2015,280.0
Flora Hill - Spring Gully,2015,280.0
Kangaroo Flat - Golden Square,2015,280.0
Maiden Gully,2015,280.0
Strathfieldsaye,2015,280.0
White Hills - Ascot,2015,280.0
Bendigo Surrounds - South,2015,280.0
Heathcote,2015,280.0
Bendigo Surrounds - North,2015,280.0
Dandenong North,2015,330.0
Noble Park North,2015,330.0
Springvale,2015,330.0
Springvale South,2015,330.0
Noble Park - East,2015,330.0
Noble Park - West,2015,330.0
Dandenong - North,2015,330.0
Dandenong - South,2015,330.0
Keysborough - North,2015,330.0
Keysborough - South,2015,330.0
Belmont,2015,315.0
Geelong,2015,315.0
Geelong West - Hamlyn Heights,2015,315.0
Highton,2015,315.0
Lara,2015,315.0
Leopold,2015,315.0
Newcomb - Moolap,2015,315.0
Newtown (Vic.),2015,315.0
North Geelong - Bell Park,2015,315.0
Charlemont,2015,315.0
Corio - Lovely Banks,2015,315.0
Grovedale - Mount Duneed,2015,315.0
Norlane,2015,315.0
Clifton Springs,2015,315.0
Portarlington,2015,315.0
Point Lonsdale - Queenscliff,2015,315.0
Barwon Heads - Armstrong Creek,2015,315.0
Ocean Grove,2015,315.0
Benalla Surrounds,2015,260.0
Mooroopna,2015,260.0
Shepparton - North,2015,260.0
Shepparton Surrounds - East,2015,260.0
Shepparton Surrounds - West,2015,260.0
Kialla,2015,260.0
Shepparton - South East,2015,260.0
Daylesford,2015,320.0
Nhill Region,2015,160.0
Altona,2015,370.0
Altona Meadows,2015,370.0
Altona North,2015,370.0
Newport,2015,370.0
Seabrook,2015,370.0
Williamstown,2015,370.0
Laverton,2015,370.0
Horsham,2015,250.0
Horsham Surrounds,2015,250.0
Sunbury,2015,340.0
Sunbury - South,2015,340.0
Sunbury - West,2015,340.0
Broadmeadows,2015,340.0
Campbellfield - Coolaroo,2015,340.0
Gladstone Park - Westmeadows,2015,340.0
Greenvale - Bulla,2015,340.0
Meadow Heights,2015,340.0
Melbourne Airport,2015,340.0
Tullamarine,2015,340.0
Craigieburn - Central,2015,340.0
Craigieburn - North,2015,340.0
Craigieburn - South,2015,340.0
Mickleham - Yuroke,2015,340.0
Craigieburn - North West,2015,340.0
Craigieburn - West,2015,340.0
Roxburgh Park (South) - Somerton,2015,340.0
Roxburgh Park - North,2015,340.0
Rutherglen,2015,270.0
Beechworth,2015,270.0
Chiltern - Indigo Valley,2015,270.0
Bayswater,2015,375.0
Knoxfield - Scoresby,2015,375.0
Lysterfield,2015,375.0
Rowville - Central,2015,375.0
Rowville - North,2015,375.0
Rowville - South,2015,375.0
Wantirna,2015,375.0
Wantirna South,2015,375.0
Boronia,2015,375.0
Ferntree Gully - North,2015,375.0
Ferntree Gully (South) - Upper Ferntree Gully,2015,375.0
The Basin,2015,375.0
Kyneton,2015,360.0
Woodend,2015,360.0
Gisborne,2015,360.0
Macedon,2015,360.0
Riddells Creek,2015,360.0
Romsey,2015,360.0
Templestowe,2015,450.0
Templestowe Lower,2015,450.0
Doncaster East - North,2015,450.0
Doncaster East - South,2015,450.0
Donvale - Park Orchards,2015,450.0
Warrandyte - Wonga Park,2015,450.0
Nunawading,2015,450.0
Braybrook,2015,350.0
Footscray,2015,350.0
Maribyrnong,2015,350.0
Seddon - Kingsville,2015,350.0
West Footscray - Tottenham,2015,350.0
Yarraville,2015,350.0
Bayswater North,2015,360.0
Croydon Hills - Warranwood,2015,360.0
Ringwood,2015,360.0
Ringwood East,2015,360.0
Ringwood North,2015,360.0
Croydon - East,2015,360.0
Croydon - West,2015,360.0
Croydon South,2015,360.0
Vermont,2015,360.0
Carlton,2015,450.0
Docklands,2015,450.0
East Melbourne,2015,450.0
Flemington Racecourse,2015,450.0
Kensington (Vic.),2015,450.0
Parkville,2015,450.0
South Yarra - West,2015,450.0
Melbourne CBD - East,2015,450.0
Melbourne CBD - North,2015,450.0
Melbourne CBD - West,2015,450.0
North Melbourne,2015,450.0
Royal Botanic Gardens Victoria,2015,450.0
Southbank (West) - South Wharf,2015,450.0
Southbank - East,2015,450.0
West Melbourne - Residential,2015,450.0
Carlton North - Princes Hill,2015,450.0
Diggers Rest,2015,335.0
Melton West,2015,335.0
Rockbank - Mount Cottrell,2015,335.0
Taylors Hill,2015,335.0
Burnside,2015,335.0
Burnside Heights,2015,335.0
Caroline Springs,2015,335.0
Brookfield,2015,335.0
Cobblebank - Strathtulloh,2015,335.0
Eynesbury - Exford,2015,335.0
Fraser Rise - Plumpton,2015,335.0
Hillside,2015,335.0
Kurunjang - Toolern Vale,2015,335.0
Melton,2015,335.0
Melton South - Weir Views,2015,335.0
Irymple,2015,250.0
Merbein,2015,250.0
Mildura Surrounds,2015,250.0
Red Cliffs,2015,250.0
Mildura - North,2015,250.0
Mildura - South,2015,250.0
Kilmore - Broadford,2015,300.0
Nagambie,2015,300.0
Seymour,2015,300.0
Seymour Surrounds,2015,300.0
Yea,2015,300.0
Wallan,2015,300.0
Cobram,2015,235.0
Moira,2015,235.0
Numurkah,2015,235.0
Yarrawonga,2015,235.0
Hughesdale,2015,410.0
Ashwood - Chadstone,2015,410.0
Glen Waverley - East,2015,410.0
Glen Waverley - West,2015,410.0
Mount Waverley - North,2015,410.0
Mount Waverley - South,2015,410.0
Mulgrave,2015,410.0
Oakleigh - Huntingdale,2015,410.0
Wheelers Hill,2015,410.0
Clayton (North) - Notting Hill,2015,410.0
Clayton - Central,2015,410.0
Ascot Vale,2015,375.0
Flemington,2015,375.0
Moonee Ponds,2015,375.0
Essendon (West) - Aberfeldie,2015,375.0
Essendon - East,2015,375.0
Airport West,2015,375.0
Essendon Airport,2015,375.0
Niddrie - Essendon West,2015,375.0
Strathmore,2015,375.0
Avondale Heights,2015,375.0
Keilor East,2015,375.0
Bacchus Marsh Surrounds,2015,313.0
Bacchus Marsh,2015,313.0
Castlemaine,2015,300.0
Glenelg (Vic.),2015,280.0
Southern Grampians,2015,280.0
Moyne - West,2015,280.0
Warrnambool - North,2015,280.0
Warrnambool - South,2015,280.0
Alexandra,2015,263.0
Euroa,2015,263.0
Mansfield (Vic.),2015,263.0
Kinglake,2015,263.0
St Arnaud,2015,215.0
Stawell,2015,215.0
Yarriambiack,2015,215.0
Foster,2015,240.0
Wilsons Promontory,2015,240.0
Churchill,2015,240.0
Hamilton (Vic.),2015,230.0
Armadale,2015,420.0
Prahran - Windsor,2015,420.0
Toorak,2015,420.0
South Yarra - North,2015,420.0
South Yarra - South,2015,420.0
Malvern - Glen Iris,2015,420.0
Malvern East,2015,420.0
Winchelsea,2015,410.0
Lorne - Anglesea,2015,410.0
Torquay,2015,410.0
Robinvale,2015,220.0
Swan Hill,2015,220.0
Towong,2015,220.0
Wangaratta,2015,260.0
Wangaratta Surrounds,2015,260.0
Alps - West,2015,250.0
Maffra,2015,250.0
Rosedale,2015,250.0
Sale,2015,250.0
Yarram,2015,250.0
Blackburn,2015,400.0
Blackburn South,2015,400.0
Box Hill,2015,400.0
Box Hill North,2015,400.0
Burwood (Vic.),2015,400.0
Burwood East,2015,400.0
Surrey Hills (East) - Mont Albert,2015,400.0
Forest Hill,2015,400.0
Mitcham (Vic.),2015,400.0
Vermont South,2015,400.0
Bundoora - North,2015,340.0
Bundoora - West,2015,340.0
Mill Park - North,2015,340.0
Mill Park - South,2015,340.0
Thomastown,2015,340.0
Whittlesea,2015,340.0
Epping - East,2015,340.0
Epping - South,2015,340.0
Epping (Vic.) - West,2015,340.0
South Morang - North,2015,340.0
South Morang - South,2015,340.0
Wollert,2015,340.0
Doreen - North,2015,340.0
Doreen - South,2015,340.0
Lalor - East,2015,340.0
Lalor - West,2015,340.0
Mernda - North,2015,340.0
Mernda - South,2015,340.0
West Wodonga,2015,300.0
Baranduda - Leneva,2015,300.0
Wodonga,2015,300.0
Hoppers Crossing - North,2015,340.0
Hoppers Crossing - South,2015,340.0
Werribee - South,2015,340.0
Point Cook - East,2015,340.0
Point Cook - South,2015,340.0
Werribee - East,2015,340.0
Werribee - West,2015,340.0
Manor Lakes - Quandong,2015,340.0
Point Cook - North East,2015,340.0
Point Cook - North West,2015,340.0
Tarneit (West) - Mount Cottrell,2015,340.0
Tarneit - Central,2015,340.0
Tarneit - North,2015,340.0
Tarneit - South,2015,340.0
Truganina - North,2015,340.0
Truganina - South East,2015,340.0
Truganina - South West,2015,340.0
Wyndham Vale - North,2015,340.0
Wyndham Vale - South,2015,340.0
Abbotsford,2015,450.0
Collingwood,2015,450.0
Fitzroy,2015,450.0
Fitzroy North,2015,450.0
Clifton Hill - Alphington,2015,450.0
Richmond (South) - Cremorne,2015,450.0
Richmond - North,2015,450.0
Upper Yarra Valley,2015,360.0
Chirnside Park,2015,360.0
Healesville - Yarra Glen,2015,360.0
Kilsyth,2015,360.0
Lilydale - Coldstream,2015,360.0
Monbulk - Silvan,2015,360.0
Montrose,2015,360.0
Mooroolbark,2015,360.0
Mount Dandenong - Olinda,2015,360.0
Mount Evelyn,2015,360.0
Upwey - Tecoma,2015,360.0
Wandin - Seville,2015,360.0
Yarra Valley,2015,360.0
Bright - Mount Beauty,2016,268.0
Myrtleford,2016,268.0
Yackandandah,2016,268.0
Avoca,2016,240.0
Beaufort,2016,240.0
Ararat,2016,240.0
Ararat Surrounds,2016,240.0
Alfredton,2016,280.0
Ballarat,2016,280.0
Buninyong,2016,280.0
Delacombe,2016,280.0
Wendouree - Miners Rest,2016,280.0
Ballarat East - Warrenheip,2016,280.0
Ballarat North - Invermay,2016,280.0
Canadian - Mount Clear,2016,280.0
Sebastopol - Redan,2016,280.0
Creswick - Clunes,2016,280.0
Gordon (Vic.),2016,280.0
Bundoora - East,2016,380.0
Greensborough,2016,380.0
Heidelberg - Rosanna,2016,380.0
Heidelberg West,2016,380.0
Ivanhoe,2016,380.0
Ivanhoe East - Eaglemont,2016,380.0
Montmorency - Briar Hill,2016,380.0
Viewbank - Yallambie,2016,380.0
Watsonia,2016,380.0
Korumburra,2016,278.0
Phillip Island,2016,278.0
Wonthaggi - Inverloch,2016,278.0
Drouin,2016,300.0
Mount Baw Baw Region,2016,300.0
Trafalgar (Vic.),2016,300.0
Warragul,2016,300.0
Leongatha,2016,300.0
Moe - Newborough,2016,300.0
Yallourn North - Glengarry,2016,300.0
Ashburton (Vic.),2016,450.0
Balwyn,2016,450.0
Balwyn North,2016,450.0
Camberwell,2016,450.0
Glen Iris - East,2016,450.0
Hawthorn East,2016,450.0
Kew East,2016,450.0
Surrey Hills (West) - Canterbury,2016,450.0
Hawthorn - North,2016,450.0
Hawthorn - South,2016,450.0
Kew - South,2016,450.0
Kew - West,2016,450.0
Bulleen,2016,450.0
Doncaster,2016,450.0
Keilor,2016,340.0
Ardeer - Albion,2016,340.0
Cairnlea,2016,340.0
Delahey,2016,340.0
Keilor Downs,2016,340.0
Kings Park (Vic.),2016,340.0
St Albans - North,2016,340.0
St Albans - South,2016,340.0
Sunshine,2016,340.0
Sunshine North,2016,340.0
Sunshine West,2016,340.0
Sydenham,2016,340.0
Taylors Lakes,2016,340.0
Deer Park,2016,340.0
Derrimut,2016,340.0
Echuca,2016,270.0
Kyabram,2016,270.0
Lockington - Gunbower,2016,270.0
Rochester,2016,270.0
Rushworth,2016,270.0
Belgrave - Selby,2016,350.0
Emerald - Cockatoo,2016,350.0
Beaconsfield - Officer,2016,350.0
Bunyip - Garfield,2016,350.0
Koo Wee Rup,2016,350.0
Pakenham - North East,2016,350.0
Pakenham - North West,2016,350.0
Pakenham - South East,2016,350.0
Pakenham - South West,2016,350.0
Berwick - North,2016,360.0
Doveton,2016,360.0
Hallam,2016,360.0
Narre Warren North,2016,360.0
Endeavour Hills - North,2016,360.0
Endeavour Hills - South,2016,360.0
Narre Warren - North East,2016,360.0
Narre Warren - South West,2016,360.0
Berwick - South East,2016,360.0
Berwick - South West,2016,360.0
Cranbourne,2016,360.0
Cranbourne South,2016,360.0
Cranbourne West,2016,360.0
Lynbrook - Lyndhurst,2016,360.0
Pearcedale - Tooradin,2016,360.0
Narre Warren South - East,2016,360.0
Narre Warren South - West,2016,360.0
Clyde North - North,2016,360.0
Clyde North - South,2016,360.0
Cranbourne East - North,2016,360.0
Cranbourne East - South,2016,360.0
Cranbourne North - East,2016,360.0
Cranbourne North - West,2016,360.0
Hampton Park - East,2016,360.0
Hampton Park - West,2016,360.0
Maryborough (Vic.),2016,230.0
Maryborough Surrounds,2016,230.0
Castlemaine Surrounds,2016,230.0
Colac,2016,260.0
Colac Surrounds,2016,260.0
Otway,2016,260.0
Camperdown,2016,245.0
Corangamite - North,2016,245.0
Corangamite - South,2016,245.0
Moyne - East,2016,245.0
Alphington - Fairfield,2016,370.0
Thornbury,2016,370.0
Northcote - East,2016,370.0
Northcote - West,2016,370.0
Kingsbury,2016,370.0
Preston - East,2016,370.0
Preston - West,2016,370.0
Reservoir - North East,2016,370.0
Reservoir - North West,2016,370.0
Reservoir - South East,2016,370.0
Reservoir - South West,2016,370.0
Alps - East,2016,270.0
Bairnsdale,2016,270.0
Bruthen - Omeo,2016,270.0
Lake King,2016,270.0
Lakes Entrance,2016,270.0
Orbost,2016,270.0
Paynesville,2016,270.0
Longford - Loch Sport,2016,270.0
Carrum Downs,2016,340.0
Frankston,2016,340.0
Frankston North,2016,340.0
Frankston South,2016,340.0
Langwarrin,2016,340.0
Seaford (Vic.),2016,340.0
Skye - Sandhurst,2016,340.0
Buloke,2016,190.0
Gannawarra,2016,190.0
Kerang,2016,190.0
Swan Hill Surrounds,2016,190.0
Bentleigh - McKinnon,2016,420.0
Carnegie,2016,420.0
Caulfield - North,2016,420.0
Caulfield - South,2016,420.0
Elsternwick,2016,420.0
Murrumbeena,2016,420.0
Ormond - Glen Huntly,2016,420.0
Bentleigh East - North,2016,420.0
Bentleigh East - South,2016,420.0
Bendigo,2016,288.0
California Gully - Eaglehawk,2016,288.0
East Bendigo - Kennington,2016,288.0
Flora Hill - Spring Gully,2016,288.0
Kangaroo Flat - Golden Square,2016,288.0
Maiden Gully,2016,288.0
Strathfieldsaye,2016,288.0
White Hills - Ascot,2016,288.0
Bendigo Surrounds - South,2016,288.0
Heathcote,2016,288.0
Bendigo Surrounds - North,2016,288.0
Dandenong North,2016,335.0
Noble Park North,2016,335.0
Springvale,2016,335.0
Springvale South,2016,335.0
Noble Park - East,2016,335.0
Noble Park - West,2016,335.0
Dandenong - North,2016,335.0
Dandenong - South,2016,335.0
Keysborough - North,2016,335.0
Keysborough - South,2016,335.0
Belmont,2016,330.0
Geelong,2016,330.0
Geelong West - Hamlyn Heights,2016,330.0
Highton,2016,330.0
Lara,2016,330.0
Leopold,2016,330.0
Newcomb - Moolap,2016,330.0
Newtown (Vic.),2016,330.0
North Geelong - Bell Park,2016,330.0
Charlemont,2016,330.0
Corio - Lovely Banks,2016,330.0
Grovedale - Mount Duneed,2016,330.0
Norlane,2016,330.0
Clifton Springs,2016,330.0
Portarlington,2016,330.0
Point Lonsdale - Queenscliff,2016,330.0
Barwon Heads - Armstrong Creek,2016,330.0
Ocean Grove,2016,330.0
Benalla Surrounds,2016,268.0
Mooroopna,2016,268.0
Shepparton - North,2016,268.0
Shepparton Surrounds - East,2016,268.0
Shepparton Surrounds - West,2016,268.0
Kialla,2016,268.0
Shepparton - South East,2016,268.0
Daylesford,2016,310.0
Nhill Region,2016,180.0
Altona,2016,380.0
Altona Meadows,2016,380.0
Altona North,2016,380.0
Newport,2016,380.0
Seabrook,2016,380.0
Williamstown,2016,380.0
Laverton,2016,380.0
Horsham,2016,255.0
Horsham Surrounds,2016,255.0
Sunbury,2016,350.0
Sunbury - South,2016,350.0
Sunbury - West,2016,350.0
Broadmeadows,2016,350.0
Campbellfield - Coolaroo,2016,350.0
Gladstone Park - Westmeadows,2016,350.0
Greenvale - Bulla,2016,350.0
Meadow Heights,2016,350.0
Melbourne Airport,2016,350.0
Tullamarine,2016,350.0
Craigieburn - Central,2016,350.0
Craigieburn - North,2016,350.0
Craigieburn - South,2016,350.0
Mickleham - Yuroke,2016,350.0
Craigieburn - North West,2016,350.0
Craigieburn - West,2016,350.0
Roxburgh Park (South) - Somerton,2016,350.0
Roxburgh Park - North,2016,350.0
Rutherglen,2016,280.0
Beechworth,2016,280.0
Chiltern - Indigo Valley,2016,280.0
Bayswater,2016,385.0
Knoxfield - Scoresby,2016,385.0
Lysterfield,2016,385.0
Rowville - Central,2016,385.0
Rowville - North,2016,385.0
Rowville - South,2016,385.0
Wantirna,2016,385.0
Wantirna South,2016,385.0
Boronia,2016,385.0
Ferntree Gully - North,2016,385.0
Ferntree Gully (South) - Upper Ferntree Gully,2016,385.0
The Basin,2016,385.0
Kyneton,2016,360.0
Woodend,2016,360.0
Gisborne,2016,360.0
Macedon,2016,360.0
Riddells Creek,2016,360.0
Romsey,2016,360.0
Templestowe,2016,450.0
Templestowe Lower,2016,450.0
Doncaster East - North,2016,450.0
Doncaster East - South,2016,450.0
Donvale - Park Orchards,2016,450.0
Warrandyte - Wonga Park,2016,450.0
Nunawading,2016,450.0
Braybrook,2016,370.0
Footscray,2016,370.0
Maribyrnong,2016,370.0
Seddon - Kingsville,2016,370.0
West Footscray - Tottenham,2016,370.0
Yarraville,2016,370.0
Bayswater North,2016,370.0
Croydon Hills - Warranwood,2016,370.0
Ringwood,2016,370.0
Ringwood East,2016,370.0
Ringwood North,2016,370.0
Croydon - East,2016,370.0
Croydon - West,2016,370.0
Croydon South,2016,370.0
Vermont,2016,370.0
Carlton,2016,470.0
Docklands,2016,470.0
East Melbourne,2016,470.0
Flemington Racecourse,2016,470.0
Kensington (Vic.),2016,470.0
Parkville,2016,470.0
South Yarra - West,2016,470.0
Melbourne CBD - East,2016,470.0
Melbourne CBD - North,2016,470.0
Melbourne CBD - West,2016,470.0
North Melbourne,2016,470.0
Royal Botanic Gardens Victoria,2016,470.0
Southbank (West) - South Wharf,2016,470.0
Southbank - East,2016,470.0
West Melbourne - Residential,2016,470.0
Carlton North - Princes Hill,2016,470.0
Diggers Rest,2016,340.0
Melton West,2016,340.0
Rockbank - Mount Cottrell,2016,340.0
Taylors Hill,2016,340.0
Burnside,2016,340.0
Burnside Heights,2016,340.0
Caroline Springs,2016,340.0
Brookfield,2016,340.0
Cobblebank - Strathtulloh,2016,340.0
Eynesbury - Exford,2016,340.0
Fraser Rise - Plumpton,2016,340.0
Hillside,2016,340.0
Kurunjang - Toolern Vale,2016,340.0
Melton,2016,340.0
Melton South - Weir Views,2016,340.0
Irymple,2016,270.0
Merbein,2016,270.0
Mildura Surrounds,2016,270.0
Red Cliffs,2016,270.0
Mildura - North,2016,270.0
Mildura - South,2016,270.0
Kilmore - Broadford,2016,300.0
Nagambie,2016,300.0
Seymour,2016,300.0
Seymour Surrounds,2016,300.0
Yea,2016,300.0
Wallan,2016,300.0
Cobram,2016,250.0
Moira,2016,250.0
Numurkah,2016,250.0
Yarrawonga,2016,250.0
Hughesdale,2016,420.0
Ashwood - Chadstone,2016,420.0
Glen Waverley - East,2016,420.0
Glen Waverley - West,2016,420.0
Mount Waverley - North,2016,420.0
Mount Waverley - South,2016,420.0
Mulgrave,2016,420.0
Oakleigh - Huntingdale,2016,420.0
Wheelers Hill,2016,420.0
Clayton (North) - Notting Hill,2016,420.0
Clayton - Central,2016,420.0
Ascot Vale,2016,380.0
Flemington,2016,380.0
Moonee Ponds,2016,380.0
Essendon (West) - Aberfeldie,2016,380.0
Essendon - East,2016,380.0
Airport West,2016,380.0
Essendon Airport,2016,380.0
Niddrie - Essendon West,2016,380.0
Strathmore,2016,380.0
Avondale Heights,2016,380.0
Keilor East,2016,380.0
Bacchus Marsh Surrounds,2016,320.0
Bacchus Marsh,2016,320.0
Castlemaine,2016,310.0
Glenelg (Vic.),2016,300.0
Southern Grampians,2016,300.0
Moyne - West,2016,300.0
Warrnambool - North,2016,300.0
Warrnambool - South,2016,300.0
Alexandra,2016,280.0
Euroa,2016,280.0
Mansfield (Vic.),2016,280.0
Kinglake,2016,280.0
St Arnaud,2016,190.0
Stawell,2016,190.0
Yarriambiack,2016,190.0
Foster,2016,255.0
Wilsons Promontory,2016,255.0
Churchill,2016,255.0
Hamilton (Vic.),2016,220.0
Armadale,2016,440.0
Prahran - Windsor,2016,440.0
Toorak,2016,440.0
South Yarra - North,2016,440.0
South Yarra - South,2016,440.0
Malvern - Glen Iris,2016,440.0
Malvern East,2016,440.0
Winchelsea,2016,450.0
Lorne - Anglesea,2016,450.0
Torquay,2016,450.0
Robinvale,2016,230.0
Swan Hill,2016,230.0
Towong,2016,230.0
Wangaratta,2016,270.0
Wangaratta Surrounds,2016,270.0
Alps - West,2016,255.0
Maffra,2016,255.0
Rosedale,2016,255.0
Sale,2016,255.0
Yarram,2016,255.0
Blackburn,2016,400.0
Blackburn South,2016,400.0
Box Hill,2016,400.0
Box Hill North,2016,400.0
Burwood (Vic.),2016,400.0
Burwood East,2016,400.0
Surrey Hills (East) - Mont Albert,2016,400.0
Forest Hill,2016,400.0
Mitcham (Vic.),2016,400.0
Vermont South,2016,400.0
Bundoora - North,2016,350.0
Bundoora - West,2016,350.0
Mill Park - North,2016,350.0
Mill Park - South,2016,350.0
Thomastown,2016,350.0
Whittlesea,2016,350.0
Epping - East,2016,350.0
Epping - South,2016,350.0
Epping (Vic.) - West,2016,350.0
South Morang - North,2016,350.0
South Morang - South,2016,350.0
Wollert,2016,350.0
Doreen - North,2016,350.0
Doreen - South,2016,350.0
Lalor - East,2016,350.0
Lalor - West,2016,350.0
Mernda - North,2016,350.0
Mernda - South,2016,350.0
West Wodonga,2016,300.0
Baranduda - Leneva,2016,300.0
Wodonga,2016,300.0
Hoppers Crossing - North,2016,350.0
