Region,2018,2019,2020,2021,2022,2023
Cranbourne North - East,2 025.9,2 196.7,2 320.7,2 369.6,2 433,2 489.3
Cranbourne North - West,2 602.4,2 597.3,2 576.2,2 516.7,2 505,2 548.2
Hampton Park - East,1 624.1,1 638.2,1 628.7,1 564.4,1 562.6,1 598.3
Hampton Park - West,2 738.6,2 745.1,2 728.5,2 638.5,2 620.7,2 674.8
Clarinda - Oakleigh South,1 943,1 933,1 919.1,1 843,1 818.8,1 846.4
Clayton South,1 721.1,1 775.8,1 782.8,1 708.5,1 757.2,1 856.9
Dandenong North,2 529.9,2 534.5,2 500.8,2 414,2 385.6,2 421.8
Dingley Village,1 477.1,1 486.3,1 482.1,1 456.9,1 457.4,1 473.4
Noble Park North,2 091.3,2 083.4,2 065.8,2 000.9,1 987,2 020.5
Springvale,2 120.5,2 140.8,2 129.6,2 027.4,2 038.6,2 116.9
Springvale South,2 922.6,2 925,2 915.6,2 791.2,2 733.1,2 813.2
Noble Park - East,3 580.2,3 609.4,3 611.5,3 421.5,3 415.9,3 547
Noble Park - West,4 177,4 228.7,4 220.8,4 131.7,4 105,4 214.3
Dandenong - North,2 907.8,2 907.2,2 861.8,2 713.6,2 659.4,2 760
Dandenong - South,184.6,185.8,184,176.5,177.7,182.7
Keysborough - North,2 396.6,2 394.9,2 364.6,2 301.9,2 271.8,2 288.9
Keysborough - South,573.4,604.9,630,645.9,661.6,686.4
Ashwood - Chadstone,2 977.9,3 019.8,3 029.5,2 948.7,2 992.6,3 070.6
Glen Waverley - East,2 462.7,2 478.3,2 475.2,2 387.7,2 373.8,2 447.4
Glen Waverley - West,2 724.4,2 781.3,2 835,2 778.1,2 806.9,2 935.6
Mount Waverley - North,2 521.9,2 540.3,2 567.7,2 504.3,2 514.2,2 590.4
Mount Waverley - South,2 288.6,2 308.7,2 305.8,2 237.9,2 253.6,2 325.8
Mulgrave,1 924,1 929.7,1 931,1 872.6,1 887.5,1 930.2
Oakleigh - Huntingdale,2 287.6,2 318.2,2 332.4,2 286.4,2 316.4,2 403
Wheelers Hill,2 016.3,2 024.7,2 030.1,1 997.6,1 982,2 009
Clayton (North) - Notting Hill,2 262.3,2 242.2,2 240.3,1 931.2,2 052.9,2 438.8
Clayton - Central,3 233.9,3 308.1,3 354.2,2 935.5,3 088.1,3 390.3
Ardeer - Albion,1 793.3,1 783.4,1 761.4,1 654.2,1 630.2,1 680.6
Cairnlea,2 370.4,2 372.2,2 385.3,2 301.8,2 272.3,2 292.5
Delahey,2 490.9,2 471.3,2 434.2,2 324.3,2 293.3,2 287.5
Keilor Downs,1 810.8,1 797.1,1 771.2,1 722.4,1 695.9,1 698.6
Kings Park (Vic.),3 298.7,3 305.5,3 266.3,3 175.8,3 123.7,3 131.3
St Albans - North,3 330.9,3 349.9,3 321.3,3 194.8,3 117.7,3 182.8
St Albans - South,2 952.1,2 962.6,2 934.7,2 818.3,2 735,2 792.8
Sunshine,2 180.5,2 177.9,2 134.4,2 022,2 034.9,2 100.6
Sunshine North,1 553,1 556.6,1 551.7,1 515.6,1 494.3,1 522.2
Sunshine West,1 533.9,1 535.6,1 513.9,1 447.3,1 411.6,1 432.1
Sydenham,3 211.6,3 206.8,3 149,3 003.9,2 939.8,2 989.9
Taylors Lakes,984.4,973.5,954,924.5,908.3,916.8
Deer Park,2 388.4,2 381.9,2 349.4,2 255.7,2 227.3,2 253.6
Derrimut,681.6,687.4,680,659.8,658.2,667.6
Altona,772.3,783.9,784.8,772.2,776.4,786
Altona Meadows,1 906.8,1 900.1,1 849.8,1 770.1,1 741.6,1 768.6
Altona North,938.2,951.5,951.3,932,931.2,950.7
Newport,2 146.3,2 178.7,2 196,2 147.2,2 144.7,2 204.2
Seabrook,3 331.7,3 313.8,3 240.9,3 086,3 004.5,3 040.9
Williamstown,2 267.1,2 286.2,2 267.7,2 188.2,2 202.3,2 257.7
Braybrook,2 632.2,2 647,2 659,2 586.6,2 610.9,2 700.3
Footscray,3 604.7,3 634.7,3 642.4,3 506.9,3 649.4,4 017.8
Maribyrnong,2 403.6,2 410.3,2 414.4,2 314,2 349.4,2 440.7
Seddon - Kingsville,5 840,5 841.2,5 787.1,5 572.2,5 578.8,5 698.4
West Footscray - Tottenham,2 049.6,2 081.2,2 068.3,1 986.6,2 005.8,2 105.4
Yarraville,2 845.4,2 863.3,2 859.1,2 784.9,2 786.7,2 850.5
Bacchus Marsh,114.6,119,123.6,127.6,130.6,132.7
Melton West,827.8,867.4,885.5,888.6,902.8,919.5
Rockbank - Mount Cottrell,60.2,82.3,106.1,142.3,182.6,216.8
Taylors Hill,3 427.2,3 425.7,3 399.5,3 316.7,3 331.8,3 333.2
Burnside,2 116,2 174.4,2 250.4,2 295.1,2 357.8,2 439.3
Burnside Heights,3 336.7,3 378.3,3 321.6,3 227.4,3 185.3,3 257.5
Caroline Springs,3 078.6,3 071.1,3 054.7,2 967.8,2 977,3 012.1
Brookfield,906.3,915.3,925.9,930.3,933,950.8
Cobblebank - Strathtulloh,139.8,219.8,311.7,390.4,449.2,518.6
Eynesbury - Exford,43.2,43.1,43.5,43.5,45.1,49.3
Fraser Rise - Plumpton,119.4,136.2,149.3,174.3,221.2,279.6
Hillside,2 156.8,2 138.7,2 110.3,2 091.2,2 076.4,2 065.2
Kurunjang - Toolern Vale,96.6,98.5,99.1,97.2,97.9,98.6
Melton,845.5,847.6,837.7,807.8,802,812.4
Melton South - Weir Views,1 195.3,1 292.3,1 421.3,1 535.9,1 700.1,1 835.1
Hoppers Crossing - North,1 825.8,1 804.5,1 778.1,1 709.5,1 673.4,1 678.4
Hoppers Crossing - South,2 896.9,2 879,2 842.9,2 708.6,2 640.1,2 679.8
Laverton,490,516.9,538.2,523.4,534.5,558.4
Werribee - South,120.1,131.7,143.4,149,153.2,156.4
Point Cook - East,845.8,940,1 005.2,1 029.3,1 058.8,1 094.5
Point Cook - South,1 927.7,2 021.6,2 056.1,2 057.3,2 088.5,2 147.9
Werribee - East,2 659.4,2 641.5,2 602.3,2 479.7,2 426,2 445.8
Werribee - West,118.6,137.2,158.5,177.7,200,220.5
Manor Lakes - Quandong,115.8,127.6,139.1,149.8,158.8,166.6
Point Cook - North East,2 749.7,2 741.5,2 696.5,2 579.6,2 577.8,2 646.8
Point Cook - North West,3 294.1,3 314.8,3 334.9,3 297.8,3 319.6,3 403
Tarneit (West) - Mount Cottrell,87.6,144.9,200.6,281,356.7,416.6
Tarneit - Central,3 425.8,3 504.1,3 555.7,3 591.9,3 608.6,3 683.2
Tarneit - North,168.2,279.4,394.2,511.7,657.2,781.7
Tarneit - South,3 601.2,3 638.9,3 678.8,3 613.9,3 645.6,3 716.5
Truganina - North,244.5,344.5,451.2,545,661.9,743.5
Truganina - South East,1 711.1,1 926.7,2 130.1,2 287.3,2 350.6,2 447.1
Truganina - South West,3 520.8,3 596.8,3 608.7,3 605.4,3 632.3,3 707.5
Wyndham Vale - North,104.4,126.6,153.2,179,209.2,232.2
Wyndham Vale - South,2 822.8,2 845.4,2 806.5,2 764.3,2 768.5,2 801.4
Carrum Downs,1 085.5,1 092.9,1 102.6,1 096.3,1 103.3,1 127.2
Frankston,2 063.9,2 075.7,2 087.3,2 056.8,2 049.7,2 078.7
Frankston North,1 512.4,1 511.5,1 508.7,1 485.5,1 481.2,1 492.4
Frankston South,1 318.2,1 322.8,1 317.4,1 301.3,1 304.7,1 315.6
Langwarrin,665,667.4,671.4,671.2,674.1,679.5
Seaford (Vic.),1 393.9,1 400.3,1 403.1,1 396.5,1 406.8,1 428.9
Skye - Sandhurst,703,699.4,690.3,677.4,679.9,682.8
Dromana,276.8,283.6,292.4,298.9,301.1,301.3
Flinders,20.2,20.5,20.7,21,21,20.9
Hastings - Somers,216.8,219.8,222.2,222.7,221.1,220.2
Mount Eliza,818.3,822,824.7,815.4,809.3,813.4
Mount Martha,654.4,662.2,664.6,662.9,661.5,664.9
Point Nepean,279.2,285.5,292.4,297.7,296.8,296.9
Rosebud - McCrae,939,951.8,964,972.8,966,971.1
Somerville,161.1,160.6,160.2,159.3,158.6,160.3
Mornington - East,1 054.7,1 060.7,1 058.3,1 039.7,1 027.9,1 026.3
Mornington - West,1 627.9,1 665.3,1 673.7,1 661,1 661.2,1 682.7
Ararat,52.3,52.5,53.1,52.6,52.1,51.7
Ararat Surrounds,0.8,0.8,0.8,0.8,0.8,0.8
Horsham,200.2,201.7,204,204.1,203.9,203.2
Horsham Surrounds,0.8,0.8,0.8,0.8,0.8,0.8
Nhill Region,0.6,0.6,0.6,0.6,0.6,0.6
St Arnaud,1.1,1.1,1.1,1.1,1.1,1.1
Stawell,3,3,3.1,3.1,3.1,3.1
West Wimmera,0.5,0.5,0.5,0.5,0.5,0.5
Yarriambiack,0.9,0.9,0.9,0.9,0.9,0.9
Irymple,81,82.7,84.8,86.7,87.7,88.9
Merbein,48.8,49,49.2,48.7,48.5,48.6
Mildura Surrounds,0.2,0.2,0.2,0.2,0.2,0.2
Red Cliffs,24.8,25,25.2,24.8,24.7,24.6
Mildura - North,740.2,740.1,736.2,720,722.1,725.8
Mildura - South,305.4,313.3,321.3,321.9,324.9,327.1
Buloke,0.8,0.8,0.8,0.8,0.8,0.7
Gannawarra,1.9,1.9,1.9,1.9,1.9,1.8
Kerang,26.7,26.8,26.9,26.9,26.6,26.3
Robinvale,19.8,20.4,20.8,20.6,20.3,20.7
Swan Hill,88.6,89,89.1,88.3,87.1,86.5
Swan Hill Surrounds,1.1,1.1,1.1,1.1,1.1,1.1
Echuca,82.4,83.1,83.9,84.8,85,84.7
Kyabram,15,15,15.1,15,14.9,14.8
Lockington - Gunbower,2.4,2.3,2.3,2.4,2.4,2.4
Rochester,11.2,11.2,11.3,11.3,11.3,10.8
Rushworth,2.5,2.5,2.5,2.6,2.5,2.6
Cobram,49,49,49.2,48.9,49.3,50.6
Moira,1.8,1.8,1.9,1.9,1.9,1.9
Numurkah,5.4,5.4,5.4,5.4,5.4,5.4
Yarrawonga,87.6,88.9,89.8,90.7,92.2,93.1
Mooroopna,205,207.7,208.6,207.9,207.5,202.9
Shepparton - North,299.3,303.7,306.1,305.2,306.4,307
Shepparton Surrounds - East,3.7,3.8,3.8,3.8,3.8,3.8
Shepparton Surrounds - West,10,10.1,10.1,10,10.1,10.1
Kialla,104.1,109.2,113.1,117.1,122.4,125.7
Shepparton - South East,249.6,250.8,253.8,251.8,250.3,250.6
Glenelg (Vic.),1.4,1.4,1.4,1.4,1.4,1.4
Hamilton (Vic.),51.4,51.7,52.2,51.9,51.5,52
Portland,173,174.3,175,174.8,174.7,174.7
Southern Grampians,0.9,0.9,0.9,1,0.9,0.9
Camperdown,36.3,36.1,35.6,35.4,35.2,34.8
Colac,231.1,232.4,233.4,232,230.7,230.9
Colac Surrounds,2.8,2.9,2.9,2.9,2.9,2.9
Corangamite - North,2.1,2.1,2.1,2.1,2.1,2.1
Corangamite - South,4,4,4,4,4,4
Otway,2.5,2.5,2.6,2.6,2.6,2.6
Moyne - East,2.1,2.1,2.1,2.1,2.2,2.2
Moyne - West,4.8,4.8,4.8,4.9,5,5
Warrnambool - North,351.7,355.4,359.1,360,361.8,364.7
Warrnambool - South,110,110.4,111,110.6,110.8,112.1
