Region,Children enrolled in a preschool or preschool program (no.),Estimated resident population (no.),Land area (ha),Median monthly household mortgage payment ($),Median price of established house transfers ($),Median total income (excl. Government pensions and allowances) ($),Median weekly household rental payment ($),Number of jobs,Working age population (aged 15-64 years) (%),property_url,name,property_type,cost_text,latitude,longitude,bed_info,bath_info,parking,date_available,desc,post_code,region
Doncaster East  South,272.0,16300.0,476.8,2383.0,1520000.0,43713.0,460.0,10562.0,60.7,https://www.domain.com.au/2-1-banool-quadrant-doncaster-east-vic-3109-17160672,"2/1 Banool Quadrant, Doncaster East VIC 3109",Townhouse,825.0,-37.7849878,145.1634979,3.0,2.0,2.0,"Thursday, 3rd October 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3109,Doncaster East
Doncaster East  South,272.0,16300.0,476.8,2383.0,1520000.0,43713.0,460.0,10562.0,60.7,https://www.domain.com.au/2-guildford-drive-doncaster-east-vic-3109-17155634,"2 Guildford Drive, Doncaster East VIC 3109",House,830.0,-37.76209,145.1774309,4.0,2.0,2.0,"Friday, 13th September 2024","**We are now arranging inspections by private appointment only.
Due to the large number of requests for an inspection, we will be screening applications prior to booking an inspection. To be considered for an inspection, please submit your application online - once screened, an agent will be in contact with you to discuss inspecting the property.**",3109,Doncaster East
Doncaster East  South,272.0,16300.0,476.8,2383.0,1520000.0,43713.0,460.0,10562.0,60.7,https://www.domain.com.au/114-7-red-hill-terrace-doncaster-east-vic-3109-17129601,"114/7 Red Hill Terrace, Doncaster East VIC 3109",Apartment / Unit / Flat,460.0,-37.7635644,145.1723365,1.0,1.0,1.0,Available Now,Cameron  Gibson ,3109,Doncaster East
Doncaster East  South,272.0,16300.0,476.8,2383.0,1520000.0,43713.0,460.0,10562.0,60.7,https://www.domain.com.au/g07-3-red-hill-terrace-doncaster-east-vic-3109-17186853,"G07/3 Red Hill Terrace, Doncaster East VIC 3109",Apartment / Unit / Flat,570.0,-37.76301369999999,145.1727752,2.0,2.0,1.0,Available Now,"Impeccably positioned for enviable contemporary living, this two-bedroom ground-floor apartment showcases ultra-modern design. Situated in a sought-after spot atop Cherry Hill, a very short walk from The Pines Shopping Centre, buses and parkland, it presents a perfect package for investors or first-time buyers.",3109,Doncaster East
Blackburn,296.0,22928.0,860.8,2300.0,1385000.0,53343.0,420.0,18137.0,65.7,https://www.domain.com.au/2-16-south-parade-blackburn-vic-3130-17181306,"2/16 South Parade, Blackburn VIC 3130",Townhouse,650.0,-37.8203011,145.1448158,2.0,2.0,1.0,"Thursday, 12th September 2024",Ashleigh Doherty,3130,Blackburn
Blackburn,296.0,22928.0,860.8,2300.0,1385000.0,53343.0,420.0,18137.0,65.7,https://www.domain.com.au/1a-suffolk-street-blackburn-vic-3130-17191173,"1A Suffolk Street, Blackburn VIC 3130",Townhouse,750.0,-37.8131013,145.1473099,3.0,2.0,2.0,"Monday, 7th October 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3130,Blackburn
Blackburn,296.0,22928.0,860.8,2300.0,1385000.0,53343.0,420.0,18137.0,65.7,https://www.domain.com.au/9-6-10-station-street-blackburn-vic-3130-15304961,"9/6-10 Station Street, Blackburn VIC 3130",Townhouse,550.0,-37.81837660000001,145.1498055,2.0,1.0,1.0,"Friday, 27th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3130,Blackburn
Blackburn,296.0,22928.0,860.8,2300.0,1385000.0,53343.0,420.0,18137.0,65.7,https://www.domain.com.au/4-420-middleborough-road-blackburn-vic-3130-17123522,"4/420 Middleborough Road, Blackburn VIC 3130",Townhouse,690.0,-37.8173633,145.1398304,3.0,2.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3130,Blackburn
Blackburn,296.0,22928.0,860.8,2300.0,1385000.0,53343.0,420.0,18137.0,65.7,https://www.domain.com.au/10-anjaya-ct-blackburn-vic-3130-17150964,"10 Anjaya Ct, Blackburn VIC 3130",House,690.0,-37.8316268,145.1631927,4.0,2.0,2.0,"Tuesday, 10th September 2024",Justine Sawford,3130,Blackburn
Blackburn,296.0,22928.0,860.8,2300.0,1385000.0,53343.0,420.0,18137.0,65.7,https://www.domain.com.au/211-21-queen-street-blackburn-vic-3130-17160025,"211/21 Queen Street, Blackburn VIC 3130",House,550.0,-37.8191069,145.1514987,2.0,1.0,1.0,Available Now,Daniel Temos,3130,Blackburn
Blackburn,296.0,22928.0,860.8,2300.0,1385000.0,53343.0,420.0,18137.0,65.7,https://www.domain.com.au/10-mira-street-blackburn-vic-3130-16380770,"10 Mira Street, Blackburn VIC 3130",House,520.0,-37.844057,145.1432428,3.0,1.0,1.0,"Tuesday, 1st October 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3130,Blackburn
Blackburn South,153.0,11047.0,359.7,2251.0,1292500.0,49401.0,410.0,8164.0,61.7,https://www.domain.com.au/1-35-grange-road-blackburn-south-vic-3130-17171518,"1/35 Grange Road, Blackburn South VIC 3130",Townhouse,880.0,-37.8464133,145.1460419,4.0,2.0,1.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3130,Blackburn South
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/4-7-catherine-street-box-hill-vic-3128-17174857,"4/7 Catherine Street, Box Hill VIC 3128",Townhouse,1150.0,-37.8254723,145.1242642,4.0,3.0,2.0,"Friday, 27th September 2024",Justine Sawford,3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/3-926-canterbury-road-box-hill-vic-3128-16871356,"3/926 Canterbury Road, Box Hill VIC 3128",Townhouse,750.0,-37.829421,145.124288,3.0,2.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/3-18-standard-avenue-box-hill-vic-3128-17151838,"3/18 Standard Avenue, Box Hill VIC 3128",Townhouse,960.0,-37.8240909,145.1143213,4.0,2.0,2.0,Available Now,"Ideal for those seeking a stylish yet low-maintenance residence, this nearly new townhouse exudes subtle luxury in a coveted parkside location. Its spacious interior and exterior areas are perfect for hosting gatherings. The ground floor boasts an open-plan living and dining area, a convenient powder room, and an outdoor entertainment area, complemented by a sleek kitchen featuring stone",3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/2-510-station-street-box-hill-vic-3128-12550024,"2/510 Station Street, Box Hill VIC 3128",Townhouse,570.0,-37.8237093,145.1230811,3.0,1.0,2.0,Available Now,"Address: 2/510 Station Street, Box Hill, VIC 3128",3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/7-398-elgar-road-box-hill-vic-3128-17106621,"7/398 Elgar Road, Box Hill VIC 3128",Townhouse,1100.0,-37.821922,145.1142951,4.0,4.0,1.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/137-thames-street-box-hill-vic-3128-17180930,"137 Thames Street, Box Hill VIC 3128",House,600.0,-37.8129476,145.1167371,3.0,1.0,2.0,"Friday, 20th September 2024",Lauren Jackson ,3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/16-barcelona-street-box-hill-vic-3128-17167294,"16 Barcelona Street, Box Hill VIC 3128",House,170.0,-37.8239251,145.1321226,1.0,1.0,0.0,Available Now,"The bedroom comes fully furnished &amp; utility bills (Electricity, water, gas) are included in rent &amp; WIFI is free!, you can join the house's network or use your own mobile data.",3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/75-albion-road-box-hill-vic-3128-17121087,"75 Albion Road, Box Hill VIC 3128",House,775.0,-37.824847,145.1304239,4.0,3.0,1.0,Available Now,"Register now to view this lovely four bedroom home conveniently located within walking distance to Box Hill Train Station, Box Hill Central, Bus stops, Laburnum Primary School, Box Hill Tennis Club and Surrey Park. Close to Deakin University, Box Hill High School, Burwood Brickworks, Burwood One, Tram stops and Wattle Park. It is also only a short drive to Melbourne CBD, Eastlink, The Eastern",3128,Box Hill
Box Hill,214.0,25286.0,701.2,2088.0,1559000.0,39083.0,391.0,18318.0,73.5,https://www.domain.com.au/1707-545-station-street-box-hill-vic-3128-17191145,"1707/545 Station Street, Box Hill VIC 3128",Apartment / Unit / Flat,730.0,-37.8200164,145.1232394,2.0,2.0,1.0,"Saturday, 5th October 2024","Residing at the heart of Box Hill, this ultra modern apartment offers luxury living at its finest! Within short walking distance to Box Hill Centro which offers an array of international cuisine and public transport at your disposal this apartment is not to be missed!",3128,Box Hill
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/49-margaret-street-box-hill-north-vic-3129-17091334,"49 Margaret Street, Box Hill North VIC 3129",Townhouse,830.0,-37.814956,145.135348,3.0,3.0,1.0,"Monday, 16th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/73-peter-street-box-hill-north-vic-3129-17189139,"73 Peter Street, Box Hill North VIC 3129",Townhouse,1100.0,-37.799422,145.125664,4.0,3.0,2.0,"Monday, 14th October 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/5-127-nelson-road-box-hill-north-vic-3129-17181319,"5/127 Nelson Road, Box Hill North VIC 3129",Townhouse,760.0,-37.8085602,145.1206557,3.0,2.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/3-13-loraine-avenue-box-hill-north-vic-3129-17159090,"3/13 Loraine Avenue, Box Hill North VIC 3129",Townhouse,780.0,-37.8020611,145.1195718,3.0,2.0,2.0,"Friday, 13th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/3-71-thames-st-box-hill-north-vic-3129-17138539,"3/71 Thames St, Box Hill North VIC 3129",Townhouse,680.0,-37.81368,145.1247744,3.0,2.0,1.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/8-147-woodhouse-grove-box-hill-north-vic-3129-17124790,"8/147 Woodhouse Grove, Box Hill North VIC 3129",Townhouse,990.0,-37.8019225,145.131936,4.0,2.0,2.0,"Saturday, 14th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/7-147-woodhouse-grove-box-hill-north-vic-3129-17124781,"7/147 Woodhouse Grove, Box Hill North VIC 3129",Townhouse,895.0,-37.8019225,145.131936,3.0,2.0,2.0,"Saturday, 14th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
Box Hill North,233.0,19021.0,620.9,2491.0,1390100.0,49276.0,438.0,14459.0,66.7,https://www.domain.com.au/6-147-woodhouse-grove-box-hill-north-vic-3129-17124733,"6/147 Woodhouse Grove, Box Hill North VIC 3129",Townhouse,895.0,-37.8019225,145.131936,3.0,2.0,2.0,"Saturday, 14th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3129,Box Hill North
