Region,Children enrolled in a preschool or preschool program (no.),Estimated resident population (no.),Land area (ha),Median monthly household mortgage payment ($),Median price of established house transfers ($),Median total income (excl. Government pensions and allowances) ($),Median weekly household rental payment ($),Number of jobs,Working age population (aged 15-64 years) (%),property_url,name,property_type,cost_text,latitude,longitude,bed_info,bath_info,parking,date_available,desc,post_code,region
Golden Plains  North,65.0,4940.0,92208.1,1387.0,537500.0,47277.0,250.0,3533.0,62.4,https://www.domain.com.au/212-4-bik-lane-fitzroy-north-vic-3068-17122972,"212/4 Bik Lane, Fitzroy North VIC 3068",Apartment / Unit / Flat,550.0,-37.7846099,144.9785505,2.0,1.0,1.0,Available Now,"**Scheduling your property inspection is now a breeze! Simply click on the ""Book an Inspection"" or ""Request a Time"" button to secure your appointment. You'll instantly receive a confirmation and be kept up-to-date with any alterations or cancellations concerning your scheduled visit. Please be aware, inspections may be subject to cancellation if no bookings are registered. Make your booking today",3068,Fitzroy North
Golden Plains  North,65.0,4940.0,92208.1,1387.0,537500.0,47277.0,250.0,3533.0,62.4,https://www.domain.com.au/410-243-queens-parade-fitzroy-north-vic-3068-15983379,"410/243 Queens parade, Fitzroy North VIC 3068",Apartment / Unit / Flat,460.0,-37.78631900000001,144.9945971,1.0,1.0,1.0,Available Now,"Just 4 kilometers from the CBD, this apartment offers multiple transport options, including Tram stop 86 right outside and easy access to Clifton Hill and Rushall train stations. Enjoy the best of city living along with the serene surroundings of Merri Creek, all within walking distance.",3068,Fitzroy North
Maryborough Vic.,75.0,8154.0,4553.8,1000.0,399500.0,41645.0,240.0,4467.0,53.3,,,,,,,,,,,,,
Maryborough Surrounds,49.0,5644.0,162755.2,1046.0,370000.0,38880.0,200.0,3431.0,56.3,,,,,,,,,,,,,
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/8b-hill-street-bendigo-vic-3550-9449695,"8B Hill Street, Bendigo VIC 3550",Townhouse,375.0,-36.7483931,144.2680743,2.0,1.0,1.0,"Friday, 4th October 2024","This two-bedroom brick veneer townhouse showcases the kind of quality and attention to detail that truly sets it apart. Thoughtfully designed and beautifully finished, it's a home that stands out in a competitive market.",3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/1b-moran-street-bendigo-vic-3550-9212446,"1B Moran Street, Bendigo VIC 3550",Townhouse,390.0,-36.7480279,144.2697709,2.0,1.0,2.0,"Friday, 20th September 2024","Don't miss out on this charming townhouse, just moments from the CBD and Bendigo Hospital. ",3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/67-rosalind-street-bendigo-vic-3550-17164285,"67 Rosalind Street, Bendigo VIC 3550",Townhouse,460.0,-36.754346,144.2746336,2.0,1.0,1.0,"Thursday, 26th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/5-10-farrington-street-bendigo-vic-3550-12230626,"5/10 Farrington Street, Bendigo VIC 3550",Townhouse,500.0,-36.7582163,144.2911035,3.0,2.0,2.0,"Tuesday, 24th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/4-84-marong-road-bendigo-vic-3550-17158106,"4/84 Marong Road, Bendigo VIC 3550",Townhouse,500.0,-36.7582038,144.255285,3.0,2.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/4b-thunder-street-bendigo-vic-3550-17192635,"4B Thunder Street, Bendigo VIC 3550",House,380.0,-36.7470241,144.2850478,2.0,1.0,1.0,"Friday, 6th September 2024","Lovely two bedroom home walking distance to Bendigo Health, close to transport and stones throw away from CBD.
- Two good sized bedrooms both with built in wardrobes and ceiling fans 
- Spacious living and dining area
- Kitchen with gas cooking and ample cupboard space
- Gas heating and split system
- Low maintenance yard 
- Single lock up shed with work shop and power ",3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/2-18-dooley-street-bendigo-vic-3550-17154667,"2/18 Dooley Street, Bendigo VIC 3550",House,420.0,-36.7436675,144.2860082,3.0,2.0,1.0,"Friday, 6th September 2024","Large townhouse, quietly tucked away and in walking distance to Lake Weeroona and the Hospital. This home is sure to impress with features including 
 - Formal entry, 
 - Expansive open plan lounge, dining area and kitchen. 
 - 3 bedrooms with built in robes and main with ensuite. 
 - Main bathroom with shower, bath, vanity and separate toilet. 
 - Lovely kitchen with gas cooktop, electric oven",3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/2-olive-street-bendigo-vic-3550-17193786,"2 Olive Street, Bendigo VIC 3550",House,460.0,-36.7594355,144.2680777,3.0,1.0,2.0,"Monday, 16th September 2024",PROPERTY ID: 343639 (quote when calling),3550,Bendigo
Bendigo,176.0,14625.0,1608.0,1300.0,507000.0,48853.0,280.0,11223.0,64.7,https://www.domain.com.au/6-369-barnard-street-bendigo-vic-3550-17185576,"6/369 Barnard Street, Bendigo VIC 3550",Apartment / Unit / Flat,400.0,-36.7608026,144.2644454,2.0,1.0,1.0,Available Now,This charming two-bedroom unit is conveniently located just a short walk from St John of God Hospital in Bendigo. It's also close to public transport and the Golden Square Woolworths.,3550,Bendigo
California Gully  Eaglehawk,216.0,13310.0,3293.1,1300.0,510000.0,47989.0,280.0,8900.0,62.5,https://www.domain.com.au/1-10-pearce-street-california-gully-vic-3556-17157428,"1/10 Pearce Street, California Gully VIC 3556",House,370.0,-36.7308045,144.2660747,2.0,1.0,1.0,"Wednesday, 25th September 2024","Lovely two bedroom unit close to public transport, shops and Eaglehawk township ",3556,California Gully
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/8b-hill-street-bendigo-vic-3550-9449695,"8B Hill Street, Bendigo VIC 3550",Townhouse,375.0,-36.7483931,144.2680743,2.0,1.0,1.0,"Friday, 4th October 2024","This two-bedroom brick veneer townhouse showcases the kind of quality and attention to detail that truly sets it apart. Thoughtfully designed and beautifully finished, it's a home that stands out in a competitive market.",3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/1b-moran-street-bendigo-vic-3550-9212446,"1B Moran Street, Bendigo VIC 3550",Townhouse,390.0,-36.7480279,144.2697709,2.0,1.0,2.0,"Friday, 20th September 2024","Don't miss out on this charming townhouse, just moments from the CBD and Bendigo Hospital. ",3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/67-rosalind-street-bendigo-vic-3550-17164285,"67 Rosalind Street, Bendigo VIC 3550",Townhouse,460.0,-36.754346,144.2746336,2.0,1.0,1.0,"Thursday, 26th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/5-10-farrington-street-bendigo-vic-3550-12230626,"5/10 Farrington Street, Bendigo VIC 3550",Townhouse,500.0,-36.7582163,144.2911035,3.0,2.0,2.0,"Tuesday, 24th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/4-84-marong-road-bendigo-vic-3550-17158106,"4/84 Marong Road, Bendigo VIC 3550",Townhouse,500.0,-36.7582038,144.255285,3.0,2.0,2.0,Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/4b-thunder-street-bendigo-vic-3550-17192635,"4B Thunder Street, Bendigo VIC 3550",House,380.0,-36.7470241,144.2850478,2.0,1.0,1.0,"Friday, 6th September 2024","Lovely two bedroom home walking distance to Bendigo Health, close to transport and stones throw away from CBD.
- Two good sized bedrooms both with built in wardrobes and ceiling fans 
- Spacious living and dining area
- Kitchen with gas cooking and ample cupboard space
- Gas heating and split system
- Low maintenance yard 
- Single lock up shed with work shop and power ",3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/2-18-dooley-street-bendigo-vic-3550-17154667,"2/18 Dooley Street, Bendigo VIC 3550",House,420.0,-36.7436675,144.2860082,3.0,2.0,1.0,"Friday, 6th September 2024","Large townhouse, quietly tucked away and in walking distance to Lake Weeroona and the Hospital. This home is sure to impress with features including 
 - Formal entry, 
 - Expansive open plan lounge, dining area and kitchen. 
 - 3 bedrooms with built in robes and main with ensuite. 
 - Main bathroom with shower, bath, vanity and separate toilet. 
 - Lovely kitchen with gas cooktop, electric oven",3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/2-olive-street-bendigo-vic-3550-17193786,"2 Olive Street, Bendigo VIC 3550",House,460.0,-36.7594355,144.2680777,3.0,1.0,2.0,"Monday, 16th September 2024",PROPERTY ID: 343639 (quote when calling),3550,Bendigo
East Bendigo  Kennington,180.0,13974.0,1714.9,1430.0,620000.0,49879.0,295.0,10328.0,59.5,https://www.domain.com.au/6-369-barnard-street-bendigo-vic-3550-17185576,"6/369 Barnard Street, Bendigo VIC 3550",Apartment / Unit / Flat,400.0,-36.7608026,144.2644454,2.0,1.0,1.0,Available Now,This charming two-bedroom unit is conveniently located just a short walk from St John of God Hospital in Bendigo. It's also close to public transport and the Golden Square Woolworths.,3550,Bendigo
Flora Hill  Spring Gully,127.0,9460.0,1320.3,1399.0,580000.0,50172.0,290.0,7389.0,65.4,https://www.domain.com.au/33a-john-st-clifton-hill-vic-3068-17192382,"33A John St, Clifton Hill VIC 3068",Townhouse,850.0,-37.7879532,144.9959966,3.0,1.0,1.0,"Monday, 14th October 2024",Liam Mulligan,3068,Clifton Hill
Flora Hill  Spring Gully,127.0,9460.0,1320.3,1399.0,580000.0,50172.0,290.0,7389.0,65.4,https://www.domain.com.au/88-alexandra-parade-clifton-hill-vic-3068-17179046,"88 Alexandra Parade, Clifton Hill VIC 3068",Townhouse,865.0,-37.7940921,144.9902829,3.0,3.0,1.0,"Friday, 13th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3068,Clifton Hill
Flora Hill  Spring Gully,127.0,9460.0,1320.3,1399.0,580000.0,50172.0,290.0,7389.0,65.4,https://www.domain.com.au/35-lilly-st-clifton-hill-vic-3068-17150188,"35 Lilly St, Clifton Hill VIC 3068",House,750.0,-37.7889819,144.9970192,2.0,1.0,1.0,Available Now,Liam Mulligan,3068,Clifton Hill
Flora Hill  Spring Gully,127.0,9460.0,1320.3,1399.0,580000.0,50172.0,290.0,7389.0,65.4,https://www.domain.com.au/10-peckville-street-clifton-hill-vic-3068-17187572,"10 Peckville Street, Clifton Hill VIC 3068",House,695.0,-37.792961,144.9914731,3.0,1.0,2.0,Available Now,"To register for an inspection or start an application scan the QR code in the property photos, or visit: https://app.snug.com/apply/mcgrathcoburg",3068,Clifton Hill
Kangaroo Flat  Golden Square,349.0,21258.0,4091.5,1300.0,519000.0,48761.0,290.0,14611.0,59.3,https://www.domain.com.au/1-4a-ruth-street-golden-square-vic-3555-17185445,"1/4A Ruth Street, Golden Square VIC 3555",Townhouse,650.0,-36.7606027,144.2537988,3.0,1.0,2.0,Available Now,"Situated in a quiet location, this modern fully furnished home could be just what you are looking for!",3555,Golden Square
Kangaroo Flat  Golden Square,349.0,21258.0,4091.5,1300.0,519000.0,48761.0,290.0,14611.0,59.3,https://www.domain.com.au/295a-king-street-golden-square-vic-3555-17175555,"295A King Street, Golden Square VIC 3555",Townhouse,380.0,-36.7708348,144.2664392,2.0,1.0,1.0,"Monday, 30th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3555,Golden Square
Kangaroo Flat  Golden Square,349.0,21258.0,4091.5,1300.0,519000.0,48761.0,290.0,14611.0,59.3,https://www.domain.com.au/10-hunter-street-golden-square-vic-3555-17167557,"10 Hunter Street, Golden Square VIC 3555",House,460.0,-36.77723210000001,144.258528,3.0,1.0,1.0,"Friday, 27th September 2024","Located conveniently close to public transport and just a short drive to sporting ovals, shopping centres and schools, this property consists of:",3555,Golden Square
Maiden Gully,95.0,5749.0,4297.6,1690.0,775000.0,54617.0,380.0,4459.0,62.9,,,,,,,,,,,,,
Strathfieldsaye,228.0,11271.0,5641.4,1742.0,725000.0,57975.0,400.0,7954.0,59.4,,,,,,,,,,,,,
White Hills  Ascot,320.0,15236.0,6777.7,1469.0,565000.0,53137.0,330.0,10701.0,62.5,https://www.domain.com.au/20-oak-street-surrey-hills-vic-3127-17177027,"20 Oak Street, Surrey Hills VIC 3127",Townhouse,1400.0,-37.8333697,145.1100698,4.0,3.0,2.0,"Monday, 7th October 2024",Dylan Archer,3127,Surrey Hills
White Hills  Ascot,320.0,15236.0,6777.7,1469.0,565000.0,53137.0,330.0,10701.0,62.5,https://www.domain.com.au/3-217-mont-albert-road-surrey-hills-vic-3127-17191935,"3/217 Mont Albert Road, Surrey Hills VIC 3127",Townhouse,990.0,-37.8188751,145.0888187,3.0,2.0,2.0,"Wednesday, 18th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3127,Surrey Hills
White Hills  Ascot,320.0,15236.0,6777.7,1469.0,565000.0,53137.0,330.0,10701.0,62.5,https://www.domain.com.au/1-217-mont-albert-road-surrey-hills-vic-3127-17191896,"1/217 Mont Albert Road, Surrey Hills VIC 3127",Townhouse,1190.0,-37.8188751,145.0888187,4.0,2.0,2.0,"Wednesday, 18th September 2024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M13 17.5V12H11V17.5H13Z"" fill=""currentColor""></path><path d=""M12 7.5C11.1716 7.5 10.5 8.17163 10.5 9C10.5 9.82837 11.1716 10.5 12 10.5C12.8284 10.5 13.5 9.82837 13.5 9C13.5 8.17163 12.8284 7.5 12 7.5Z"" fill=""currentColor""></path><path clip-rule=""evenodd"" d=""M12 22.5C17.799 22.5 22.5 17.799 22.5 12C22.5 6.20101 17.799 1.5 12 1.5C6.20101 1.5 1.5 6.20101 1.5 12C1.5 17.799 6.20101 22.5 12 22.5ZM12 20.5C16.6944 20.5 20.5 16.6944 20.5 12C20.5 7.30558 16.6944 3.5 12 3.5C7.30558 3.5 3.5 7.30558 3.5 12C3.5 16.6944 7.30558 20.5 12 20.5Z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg>",3127,Surrey Hills
